,Column1,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
85,85,LionsTrent,"Go Hawks!!—DETvsEVERBODY—Forest City, IA",Iowa,215,134,2036,0,"@RHarringa @hansenkevin4 @IsaacAlmelien @karlwooldridge @CoryAllison Alumni is the VIPs SuperBowl game, do they even close that weekend??  Bloody Mary Bar 24/7",[]
86,86,LawofFojo,A recovering lawyer-turned-legal-and-political commentator with a passion for conservatism and a belief in the greatness of America.,"Boston, MA",877,267,764,0,"If you attend the #SuperBowl, you won’t be able to breathe. 
https://t.co/rXgApf7AWy",['SuperBowl']
87,87,joyfuldanni,"• a fan of space, both outer & personal 
•sweet & sour 
•follow me I tell jokes 
•she/her
???",,126,105,6378,0,The superbowl is Sunday the 13th and valentines is the day after and oooof alot of girlies about to find out their boyfriends give more fucks about a game than them. Not me tho yall stay safe,[]
88,88,NicolsTuy1,,,6,3,30,78,"Super Bowl, mailob.
#superbowl #nfl https://t.co/r21by6PlHj","['superbowl', 'nfl']"
89,89,whatsit46151999,,,6,0,76,0,@TomBrady actually tom you stole a superbowl with deflategate.,[]
90,90,TestKitchen211,"american |
christian |
parent |
egalitarian |
equality advocate |
democrat |
sports fanatic |
political junkie |
music lover |
friend to man & beast",USA,4425,1518,39364,0,"@Tony_Totals @CarolinaHuddle I just don't think Fitterer prioritizes the o-line. He won a superbowl with a mediocre one.

There's a highlight reel of Deshaun Watson destroying defenses while the pocket collapses. That's what he wants. Roll out and decide whether to pass or scramble.",[]
91,91,MichaelArtz,"Union lawyer/law professor in DC advocating for working people.  Tweets are my own, my employers are probably annoyed. Pro candy corn.","Washington, DC/Maryland",1622,554,47074,0,I guess I should not have assumed superbowl dancer was a paid gig. https://t.co/hyulQHSeEu,[]
92,92,valvano1982,,"Vaughan, Ontario",129,19,1208,2,@breakfasttv My little man wishes @steelers QB @_BigBen7 a Happy Retirement!  Antonio is his biggest fan in Canada hands down! @NFL #SteelersNation #HereWeGo  #LoveandHonor #NFL They aren’t in the SuperBowl but it’s @steelers forever here! @breakfasttv @Sid_Seixeiro @DinaPugliese @devobrown https://t.co/9EOrhwf7w8,[]
93,93,THEONEWITHWHERE,Follow to keep up with memories news quotes & facts of the best tv show in the world FRIENDS,"90 Bedford ST Manhattan, NY",24,78,8036,0,The One After The Superbowl parts 1 and 2 aired 26 years ago 01/28/96 Season 2 Episodes 12/13 Episodes 36/37 overall watched by 52.9 million people Directed by Michael Lembeck Written by Jeffrey Astrof and Mike Sikowitz part 1 Michael Borkow part 2 https://t.co/MSExb02SkI,[]
94,94,iLikeCaliDonks5,,"Los Angeles, CA",880,59,1338,0,"I stopped smoking newports on November 7th. Still can't believe I even smoked ciggs. 

Really I just stopped cold turkey. 

Got lucky though, the day I stopped my son won his first Superbowl. It was meant for me to stop. My car smells better now.",[]
95,95,TITTHJB,Fantasy Sports Podcast Host and Writer @Tothehizzy + @GamblingPodcast l #SFB11 l #DaBears I #BullsNation I #Blackhawks I #Cubs,"Germantown, Md",7471,7717,33752,28,Our #NFLPlayoffs Conference Championships Preview has posted in SportsTimeHQ! ?? Check it out for a breakdown of each game including our picks/predictions. Who’s going to the Super Bowl? See: https://t.co/Fbz0iDpGUf #ramshouse #FTTB #Bengals #ChiefsKingdom #NFL #SuperBowl,['NFLPlayoffs']
96,96,TeresaVValvano,Mom to 2 beautiful kids • Wife • TCDSB CSPC Co-Chair • Travel • Food • Local Arts • Lifestyle • Sports • Giving Back,,521,151,8740,2,@breakfasttv My little man wishes @steelers QB @_BigBen7 a Happy Retirement!  Antonio is his biggest fan in Canada hands down! @NFL #SteelersNation #HereWeGo  #LoveandHonor #NFL They aren’t in the SuperBowl but it’s @steelers forever here! @breakfasttv @Sid_Seixeiro @DinaPugliese @devobrown https://t.co/9EOrhwf7w8,"['SteelersNation', 'HereWeGo', 'LoveandHonor', 'NFL']"
97,97,anthonyarmenta2,,,100,5,1371,0,@KATYSaccitizen What is sick is Superbowl while everyone else is masked up. Except me.,[]
98,98,Syncrodestino,"Condenado a citarme a mí mismo continuamente        si?g???rp?sx??g??stic?.
????????",CDMX,273,140,6545,78,"Super Bowl, mailob.
#superbowl #nfl https://t.co/r21by6PlHj","['superbowl', 'nfl']"
99,99,LikeButta3,Listening requires a certain skill set. Knowledge is power. Class is always in session. Come prepared. Very low tolerance for conscientious stupidity.,"Detroit, MI",2772,1013,15878,0,"#OTD Jan 28, 1996: Diana Ross performs as the featured halftime performer at Super Bowl XXX in Tempe, Arizona. The performance was entitled “Take Me Higher: A Celebration of 30 years of the Super Bowl”.
#History #SuperBowl https://t.co/HdtMfTbfc0","['OTD', 'History', 'SuperBowl']"
100,100,RickPartyShow,The Rick Party Show heard weekdays 10a-2p cst on @Audacy’s @1043Jams Chicago | 888.405.RICK (7425) #TRPS,United States,77,68,62,0,Have you seen the #SuperBowl halftime performance promo ?????? https://t.co/VP3yyFjIIa,['SuperBowl']
101,101,W4NDANAT,~ you were made of marble. | black widow (2021),they/xe | 15 | cbyf,2264,2676,58274,0,me vs only watching the superbowl only for scarlett's ad and the MoM trailer,[]
102,102,vignetteart,#bitcoin #Ðoge,Jakarta Capital Region,761,220,11720,2,#dogecoin at the superbowl?,['dogecoin']
103,103,alaina_clue,NOLA. #Xula Alumna,United States,419,366,1169,210,I see Dr. DRE all on the Superbowl commercials so I figured I would remind y'all that he assaulted Dee Barnes (during Superbowl XXV in 1997) pled no contest to the charges in court and SHE was the one Blacklisted from the rap industry because of it.,[]
104,104,javier_mariche,"Jarocho de nacimiento, ingeniero electricista de corazon; modelo 93' amante de la Energía Nuclear. NFL #NE-patriots-RM/ Futuro y orgulloso padre","Querétaro, Querétaro Arteaga",746,893,62750,78,"Super Bowl, mailob.
#superbowl #nfl https://t.co/r21by6PlHj","['superbowl', 'nfl']"
105,105,CanswpP,#OnePride ?????? #WeTheNorth????,"LaSalle, Ontario Canada",4414,3037,41641,12,"On January 24, 2021, the #KansasCityChiefs defeated the Buffalo Bills in the AFC Championship game 38 - 24 thus returning to the #SuperBowl for the 2nd consecutive year. Chiefs QB Patrick Mahomes (29 for 38, 325 yds , 3TDs) threw the most TD passes to whom? Answer at 6pm EST. RT!",['KansasCityChiefs']
106,106,tarynperky,"wifey&mom.born & raised ohioian slowly becoming a Floridian,lover of ALL real housewives shows.Ohio sports nut.florida living.beach going #ilivewhereyouvacation",,2705,885,20196,0,I wish @rihanna was in the #superBowl #HalfTimeShow instead of Mary #weneedsomeNAAahhNaaahhh,"['superBowl', 'HalfTimeShow', 'weneedsomeNAAahhNaaahhh']"
107,107,LikeButta3,Listening requires a certain skill set. Knowledge is power. Class is always in session. Come prepared. Very low tolerance for conscientious stupidity.,"Detroit, MI",2772,1013,15878,0,"#OTD Jan 28, 1996: Diana Ross performs as the featured halftime performer at Super Bowl XXX in Tempe, Arizona. The performance was entitled “Take Me Higher: A Celebration of 30 years of the Super Bowl”.
#History #SuperBowl
https://t.co/aA3CRMjbix","['OTD', 'History', 'SuperBowl']"
108,108,DougDessimoni,"NFT & Crypto enthusiastic.

24px is the way!",,463,284,880,2,"Looks like whoever just bought this panther is now holding a #SuperBowl block spot in our pool. Congratulations on the purchase and welcome to the ?? family!

#CrazyPanthers #NFT #NFTsales #NFTCommunity #NFTs https://t.co/jKyM3pPB94",['SuperBowl']
109,109,oldtimeslovers,??  in the end... i don't know™ (and a fan acc | TVXQ | BoA | Miró | Peanuts | invertebrates | capybara),in this world where you are,2245,902,89404,6,"Speaking like never before, Janet discusses everything including her Superbowl appearance with Justin Timberlake in 2004, the controversy surrounding her brother Michael Jackson, and becoming a mother later in life.

Sky Documentaries. 31 January. #JanetJacksonDoc https://t.co/H6M2QR2Kzq",[]
110,110,drdtroit1,"Rocket ship builder, pizza and hamburger lover, Detroit sports team fan, First Nations and underdog supporter, mother earth and shortbread lover. Music ^5","Sarnia, Ontario",925,762,53789,12,"On January 24, 2021, the #KansasCityChiefs defeated the Buffalo Bills in the AFC Championship game 38 - 24 thus returning to the #SuperBowl for the 2nd consecutive year. Chiefs QB Patrick Mahomes (29 for 38, 325 yds , 3TDs) threw the most TD passes to whom? Answer at 6pm EST. RT!",['KansasCityChiefs']
111,111,ToddHall45,"Computer Geek,sports nut, political junkie. Spartan fan! Detroit Tiger and Dallas Cowboy fan!","Michigan, USA",970,385,15621,0,"@MrsBBell Pre Superbowl, but I belive the Cleveland Browns won the NFL Championship in 1964.",[]
112,112,UlyssesSBob,No trolling or harassments allowed please!,,32,120,5204,0,And almost like an unlikely combination of #TheLionKing's aforementioned 'Circle of Life' opening (also reportedly used as an extended teaser trailer showcase for that 1994 film) and this long ago commercial for @MetLife that aired way back during the 2012 #SuperBowl: https://t.co/7ZbleMUN1V,"['TheLionKing', 'SuperBowl']"
113,113,ChrisDiFran3,God first. Husband. #GirlsDad. Host of The #HotTagPodcast & #BigGeekEnergy Podcast. #WWE #RingTheBell #WaltDisneyWorld #49ers #FTTB #HarryPotter,,629,818,79532,0,"Ok, I've dreaded this moment but it's prediction time. #NFCChampionship 

I truly believe we will see Week 10 Jimmy Garoppolo, or at least close to it. It's his time to shine. 

#49ers win 27-20 and will head to the #SuperBowl for the second time in three years. #FTTB","['NFCChampionship', '49ers', 'SuperBowl', 'FTTB']"
114,114,SooshooOt7,"Fan account
??
OT7
Grammy Nominated ?? LGO??¹????³ Butter??¹? PTD??¹ MU??¹ ?? 

??solos ??akagaes ??mantis ??multis 


#freebtsfromblinks #freebtsfrommultis",,707,793,192643,1,They need to drop bts coca cola promo for Superbowl,[]
115,115,thesledge1969,i love 60's and 70's music along with classic country. im a bbq pitmaster and the team name is bbq byrds.,,121,59,949,0,@SlK0907 Thank u so much my sweet friend. Yes it should b a great game. Im hoping the chiefs can go back to the superbowl for the 3rd time in a row. U also enjoy ur fish tonight. More warm hugs sent ??????????????????,[]
116,116,TeresaVValvano,Mom to 2 beautiful kids • Wife • TCDSB CSPC Co-Chair • Travel • Food • Local Arts • Lifestyle • Sports • Giving Back,,521,151,8740,2,My little man wishes @steelers QB @_BigBen7 a Happy Retirement!  Antonio is his biggest fan in Canada! @NFL #SteelersNation #HereWeGo #LoveandHonor #NFL They aren’t in the SuperBowl but it’s @steelers forever! @breakfasttv @Sid_Seixeiro @DinaPugliese @devobrown https://t.co/H6AU8znrmG,"['SteelersNation', 'HereWeGo', 'LoveandHonor', 'NFL']"
117,117,MusebyClio,"The best in creativity from the advertising world + beyond. Creator of Tagline, winner of Best Marketing Podcast of '21 at Adweek’s Podcast of the Year Awards.",,1022,7106,5847,0,"When Every Ad Was a #TideAd: How P&amp;G Hijacked the Super Bowl

The latest episode in our 16-part video series celebrating classic #SuperBowl ads: https://t.co/hQZeJNPFQx
#ClioClassics https://t.co/2xDZeA3Z1n","['TideAd', 'SuperBowl', 'ClioClassics']"
118,118,BillSmi62554752,Not sure who needs to hear this but I figure I'll leave it here and you can figure it out. Systems Analyst | Content Creator | Social Media Nerd.,"Saskatchewan, Canada",124,84,827,0,@KateBour I watch the SuperBowl just for the commercials.,[]
119,119,Johnny__Hammer,"Here for laughs and friends.
 HUMOR and SARCASM gets me thru the day.",United States,438,258,22328,0,"Who u want in superbowl?
(Retweet)",[]
120,120,CrazyPantherNFT,"3333 Crazy Panthers & 888 Scary Panthers living on the Ethereum Blockchain! 

Over 150+ ETH volume traded on Opensea.

On Rarity tools & Rarity Sniper!",,300,7286,438,2,"Looks like whoever just bought this panther is now holding a #SuperBowl block spot in our pool. Congratulations on the purchase and welcome to the ?? family!

#CrazyPanthers #NFT #NFTsales #NFTCommunity #NFTs https://t.co/jKyM3pPB94","['SuperBowl', 'CrazyPanthers', 'NFT', 'NFTsales', 'NFTCommunity', 'NFTs']"
121,121,VanoreDante,"??????husband,friend,cat daddy. no DM’s “In the book of life, the answers aren’t in the back.” - Charlie Brown.","Huntington, NY",2533,1918,17709,3,"Have you ever had rotel sausage dip?
Its a superbowl party hit. https://t.co/ddt3NhRju1",[]
122,122,StephenRagan,Enjoy laughing,"Nashville, TN",142,34,1057,0,"@espn Sean Payton should not be a Coach, period. Terry Bridgwater won 6 games in a row while Brees was out. Bridgwater could have won the Superbowl with the Saints, but Sean Payton benches Bridgwater and puts in Brees and the Saints go home",[]
123,123,PocketsHalfFull,A turd in a tuxedo is still a piece of shit. I gift optimism until you present me otherwise. It is what it is #RavensFlock #GoBuckeyes #CubsNation ?.,"Chicago Heights, IL",376,238,17877,3,"The greatest defense of all time. Allowed only 10.3 ppg, and only 5 teams made it over 10 pts that season. Gave up 1 td thru the 4 playoff games. Then was the only team to never give up and offensive td in the superbowl. 4 ints (1td) and 5 sacks in the SB. GREATNESS! https://t.co/FhqKlSgHa5",[]
124,124,PappyBoyd,"Boomer! Air Force Ret., Senior @ OU, Father of 3 girls, Guitar/Bass player, and THUNDER UP!",,833,292,1689,0,NFL: Change the Superbowl to Saturday - Sign the Petition! https://t.co/vWClLCUacJ via @Change,[]
125,125,DuhDanOhh,"Birthdays are good for you, statistics show that people who have the most birthdays live the longest",,324,350,6689,0,"@limajuliettango @treylance09 @RSherman_25 @19problemz @JuiceCheck44 @quaski @nbsmallerbear Niner fans are the fucking worst. They don't appreciate anything, you got fans of other teams who haven't seen a good season in decades and here we are complaining about our starting QB who has put his balls on the line for the team and they are one game from a Superbowl.",[]
126,126,topfanscorner,"All #NFL, #NBA, #MLB, #NHL fans are here. Join us and follow us on FB https://t.co/kV11WKZNPF !",,4110,4325,338983,12,"On January 24, 2021, the #KansasCityChiefs defeated the Buffalo Bills in the AFC Championship game 38 - 24 thus returning to the #SuperBowl for the 2nd consecutive year. Chiefs QB Patrick Mahomes (29 for 38, 325 yds , 3TDs) threw the most TD passes to whom? Answer at 6pm EST. RT!",['KansasCityChiefs']
127,127,smokinsmoltzy,,,142,2,209,0,@jstaley74 Let's get Joe and Frank some Unis for this Superbowl,[]
128,128,coinella_crypto,follow for more info,,125,0,11,10,"$1,000,000 Giveaway

4th place prize 
4 Super Bowl LVI Tickets
Join Diamond Bank at Superbowl LVl 2022

Catch this amazing lineup LIVE! 
@SnoopDogg  @drdre  @Eminem, @maryjblige @kendricklamar

#SuperBowl #SNOOPDOGG #OHMfork #Avalanche #diamondbank #Giveaway #pepsi #crypto https://t.co/oFCewNKwDt",[]
129,129,chechisneta,"Asesor de estrategias 
#GoBucs  #ChiefsKingdom

#4taTransformación #RedAMLOVE

Telegram",Planeta Tierra,1556,1351,17584,2,Superbowl baby https://t.co/i7Xsw0sau8,[]
130,130,BlueWave_22n24,"Retired SPED P.E. Teacher. Originally from Shorewood Wi. ? #Resistance & #Persistance. SIU-C graduate 1973. NO MAGA ??
NO LISTS! NO DM's! NO FBR!?? ??????",Saint Charles Illinois ,4234,1846,79646,0,"@BeschlossDC Two days after the @ChicagoBears won the Superbowl...and I wasn't even close to ending my celebration about that, until #Challenger disaster ??",['Challenger']
131,131,chaplaineliza,"mom/wife/sister/friend, believer/hospice chaplain, UCC pastor; mental health advocate, cheerful, creative communicator, music-maker, on the journey through life",Chicago suburbs,2515,1339,28178,0,"@BeschlossDC I had just given birth to my 2nd daughter! Late on 1/24. 
Happy birthday to Carol!
Stayed in the hospital until midafternoon 1/27. (Saw the last quarter of the Bears WINNING the SuperBowl!)

And then, to have this huge tragedy, the next day...
Devastating.",[]
132,132,Kartike50129213,,,2,0,308,0,"@Teeb53008696 @RPatrickAllen Did you even read what he wrote?

Where does it say that kc don't have to win the AFC championship game to get to the Superbowl?",[]
133,133,Noworriezzzz,Just here to tweet and mind yall business. I trade stocks and crypto so my dog can live a lavish life,Jersey,727,3042,339488,0,Is this a superbowl @Doritos commercial https://t.co/2vyr0z96YX,[]
